ID,NAME,ADDR,X,Y,T_CNT,T_M_CNT,T_F_CNT,S_CNT,S_M_CNT,S_F_CNT,C_CNT,L1_C_CNT,L2_C_CNT,L3_C_CNT,STU_CNT,STU_M_CNT,STU_F_CNT,L1_STU_M_CNT,L1_STU_F_CNT,L2_STU_M_CNT,L2_STU_F_CNT,L3_STU_M_CNT,L3_STU_F_CNT,G_STU_CNT,G_STU_M_CNT,G_STU_F_CNT,NA_STU_CNT,NA_STU_M_CNT,NA_STU_F_CNT,SL_AREA,SB_AREA,AU_CNT,AU_AREA,CR_CNT,CR_AREA,INFO_TIME
識別碼,名稱,地址,X坐標,Y坐標,國中專任教師數,國中男專任教師數,國中女專任教師數,國中職員數,國中男職員數,國中女職員數,國中班級數,國中一年級班級數,國中二年級班級數,國中三年級班級數,國中學生數,國中男學生數,國中女學生數,國中一年級男學生數,國中一年級女學生數,國中二年級男學生數,國中二年級女學生數,國中三年級男學生數,國中三年級女學生數,國中上學年畢業生數,國中上學年男畢業生數,國中上學年女畢業生數,國中原住民學生數,國中男原住民學生數,國中女原住民學生數,國中校地面積,國中校舍面積,國中禮堂座數,國中禮堂面積,國中教室間數,國中教室面積,資料時間
104505,縣立大林國中,[622]嘉義縣大林鎮大糖里中學路1號,194291,2611860.009,57,22,35,6,1,5,21,7,6,8,476,243,233,79,80,89,69,75,84,163,82,81,5,4,1,52335,11046,1,0,46,0,112Y
104506,縣立新港國中,[616]嘉義縣新港鄉福德村福德路106號,183011.66,2606284.56,77,23,54,10,3,7,28,9,9,10,640,306,334,95,101,97,116,114,117,307,162,145,2,1,1,33652,17422,1,0,72,0,112Y
104507,縣立民雄國中,[621]嘉義縣民雄鄉西安村西安路147號,190863.03,2606134.78,96,34,62,11,2,9,35,11,12,12,798,400,398,132,123,115,129,153,146,294,139,155,13,8,5,42355,14875,1,0,67,0,112Y
104508,縣立大吉國中,[621]嘉義縣民雄鄉大崎村內埔仔2之1號,197654.647,2601467.542,40,12,28,5,0,5,13,5,4,4,293,160,133,52,54,61,39,47,40,93,53,40,2,1,1,25776,8175,0,0,21,0,112Y
104509,縣立六嘉國中,[615]嘉義縣六腳鄉蒜頭村樹仁路1號,177657.95,2599882.85,27,8,19,5,3,2,8,2,3,3,126,57,69,19,21,16,22,22,26,65,39,26,3,1,2,34875,3891,1,0,15,0,112Y
104511,縣立太保國中,[612]嘉義縣太保市太保里36號,181472.75,2594812.47,30,8,22,6,0,6,10,3,3,4,178,97,81,21,21,36,24,40,36,83,52,31,2,0,2,23083,8658,1,0,36,0,112Y
104512,縣立嘉新國中,[612]嘉義縣太保市中興路一段250號,186503.114,2599795.686,36,14,22,6,0,6,14,5,4,5,322,189,133,58,54,56,44,75,35,127,61,66,8,7,1,21489,6866,1,0,29,0,112Y
104513,縣立溪口國中,[623]嘉義縣溪口鄉坪頂村中正東路103號,189138.44,2611419.95,21,10,11,4,0,4,6,2,2,2,111,64,47,25,18,20,15,19,14,45,28,17,2,1,1,28682,8433,1,0,19,0,112Y
104514,縣立鹿草國中,[611]嘉義縣鹿草鄉鹿草路132號,179793,2589890.009,20,8,12,4,2,2,7,2,2,3,135,71,64,11,17,27,18,33,29,56,27,29,0,0,0,27313,4051,1,0,16,0,112Y
104515,縣立東榮國中,[614]嘉義縣東石鄉永屯村39之2號,165474,2595710.009,18,6,12,3,0,3,5,2,1,2,92,56,36,19,10,16,11,21,15,28,19,9,3,1,2,22340,4246,0,0,13,0,112Y
104516,縣立水上國中,[608]嘉義縣水上鄉水上村進學街45號,188194.47,2591511.04,49,14,35,5,2,3,18,6,5,7,398,222,176,78,59,66,59,78,58,136,71,65,14,6,8,45003,8617,1,0,32,0,112Y
104517,縣立忠和國中,[608]嘉義縣水上鄉忠和村6之2號,193917.26,2591513.529,36,13,23,5,1,4,11,4,4,3,266,161,105,48,39,66,32,47,34,91,48,43,31,22,9,44036,7791,1,0,28,0,112Y
104518,縣立中埔國中,[606]嘉義縣中埔鄉中埔村177號,201113.75,2591346.33,34,11,23,6,1,5,13,3,5,5,244,134,110,39,34,50,38,45,38,107,50,57,2,1,1,37972,14321,1,0,44,0,112Y
104520,縣立昇平國中,[604]嘉義縣竹崎鄉內埔村元興路138號,204799.27,2598013.88,14,5,9,4,2,2,4,1,1,2,75,33,42,11,13,10,11,12,18,37,18,19,0,0,0,18621,4856,0,0,14,0,112Y
104521,縣立義竹國中,[624]嘉義縣義竹鄉岸腳村59之2號,173322,2582370.009,43,18,25,6,2,4,14,5,4,5,236,126,110,43,34,39,37,44,39,88,39,49,2,1,1,45965,10204,1,0,25,0,112Y
104522,縣立民和國中,[602]嘉義縣番路鄉下坑村菜公店30號,204534.77,2595852.88,36,15,21,5,3,2,12,4,4,4,95,56,39,12,14,18,13,26,12,41,20,21,31,20,11,27990,13803,1,0,33,0,112Y
104523,縣立梅山國中,[603]嘉義縣梅山鄉梅北村健康街136號,205161.61,2609332.77,39,16,23,5,1,4,12,4,4,4,227,120,107,44,29,37,35,39,43,93,50,43,3,1,2,28903,8779,0,0,29,0,112Y
104524,縣立大埔國中(小),[607]嘉義縣大埔鄉竹圍仔５號,208165.39,2576826.64,11,5,6,5,1,4,3,1,1,1,29,17,12,1,5,8,2,8,5,9,3,6,0,0,0,71510,4814,1,0,25,0,112Y
104526,縣立阿里山國中(小),[605]嘉義縣阿里山鄉樂野村1鄰31號,219496.18,2596198.28,13,6,7,4,3,1,3,1,1,1,31,17,14,4,4,8,5,5,5,5,2,3,20,8,12,9316,3845,0,0,18,0,112Y
104527,縣立豐山實驗國中(小),[605]嘉義縣阿里山鄉豐山村47號,224484.72,2608074.75,14,5,9,2,0,2,3,1,1,1,10,7,3,3,0,1,1,3,2,7,4,3,3,2,1,5000,1863,0,0,13,0,112Y
110328,國立南科國際實驗高中附設國中,[744]臺南市新市區西拉雅大道888巷1號,177386.22,2556205.569,0,0,0,0,0,0,27,9,9,9,747,381,366,124,122,139,116,118,128,247,136,111,4,3,1,0,0,0,0,0,0,112Y
111313,私立南光高中附設國中,[730]臺南市新營區中興路62號,179957.77,2577487.589,0,0,0,0,0,0,19,6,6,7,789,426,363,134,98,145,113,147,152,286,156,130,2,2,0,0,0,0,0,0,0,112Y
111320,私立港明高中附設國中,[723]臺南市西港區慶安路229號,167622.9,2557703.91,0,0,0,0,0,0,36,12,12,12,1640,935,705,334,249,299,202,302,254,536,295,241,6,3,3,0,0,0,0,0,0,112Y
111321,臺南市興國高中附設國中,[730]臺南市新營區大同路86號,180701.073,2579072.358,0,0,0,0,0,0,16,5,5,6,582,299,283,81,94,102,80,116,109,220,126,94,5,1,4,0,0,0,0,0,0,112Y
111322,私立明達高中附設國中,[737]臺南市鹽水區橋南里忠孝路73號,175815,2578800.009,0,0,0,0,0,0,6,2,2,2,158,81,77,26,30,26,24,29,23,68,35,33,0,0,0,0,0,0,0,0,0,112Y
111323,私立黎明高中附設國中,[721]臺南市麻豆區井東里磚子井141號,172994.96,2563642.46,0,0,0,0,0,0,25,8,8,9,1103,584,519,182,161,191,152,211,206,315,174,141,4,2,2,0,0,0,0,0,0,112Y
111502,私立昭明國中(代用),[724]臺南市七股區大埕里315號,162151.24,2560320.9,55,24,31,7,5,2,25,7,9,9,775,396,379,103,125,139,106,154,148,309,163,146,8,3,5,61230,5070,1,0,47,0,112Y
113501,市立鹽行國中,[710]臺南市永康區三民里水漾路110號,172687.179,2549701.99,40,13,27,6,1,5,16,6,5,5,424,245,179,88,64,67,59,90,56,52,25,27,7,3,4,44999,11552,1,0,28,0,112Y
114306,市立大灣高中附設國中,[710]臺南市永康區文賢街68巷1號,175440.01,2545169.08,0,0,0,0,0,0,42,13,13,16,1131,612,519,179,176,206,141,227,202,476,252,224,11,6,5,0,0,0,0,0,0,112Y
114307,市立永仁高中附設國中,[710]臺南市永康區忠孝路74號,172108.65,2544852.25,0,0,0,0,0,0,22,6,8,8,393,190,203,49,57,66,69,75,77,147,73,74,24,10,14,0,0,0,0,0,0,112Y
114501,市立仁德國中,[717]臺南市仁德區民安路一段363號,172866.33,2539611.71,66,17,49,9,3,6,24,8,7,9,556,290,266,100,70,96,95,94,101,181,99,82,10,2,8,38044,6546,1,0,43,0,112Y
114502,市立仁德文賢國中,[717]臺南市仁德區保安里中正路一段185號,171533.778,2535761.471,23,5,18,5,1,4,7,2,2,3,168,91,77,28,19,30,22,33,36,67,41,26,5,3,2,32783,7888,1,0,17,0,112Y
114503,市立歸仁國中,[711]臺南市歸仁區文化里文化街二段2號,177597.89,2541124.26,101,31,70,12,3,9,39,13,11,15,1052,563,489,192,152,166,136,205,201,421,225,196,25,17,8,44942,24417,1,0,111,0,112Y
114504,市立關廟國中,[718]臺南市關廟區中山路二段172號,180744.06,2540133.28,41,13,28,7,1,6,16,5,5,6,400,207,193,74,51,61,58,72,84,150,68,82,4,2,2,46705,14550,1,0,38,0,112Y
114505,市立永康國中,[710]臺南市永康區中山路43號,173793.1,2547590.44,115,33,82,11,2,9,44,14,14,16,1144,566,578,192,177,169,184,205,217,482,244,238,26,12,14,34778,24865,1,0,104,0,112Y
114508,市立龍崎國中,[719]臺南市龍崎區崎頂里新市子258號,184447.2,2540946.009,11,6,5,4,0,4,3,1,1,1,34,17,17,3,4,7,7,7,6,18,11,7,0,0,0,43585,1474,0,0,10,0,112Y
114509,市立新化國中,[712]臺南市新化區中興路722號,179524.71,2548150.25,59,17,42,9,1,8,22,7,7,8,511,246,265,76,87,85,86,85,92,199,105,94,7,0,7,50056,18880,1,0,68,0,112Y
114510,市立善化國中,[741]臺南市善化區溪美里656號,177053.93,2560750.27,49,13,36,7,4,3,18,6,5,7,414,214,200,67,67,59,53,88,80,201,96,105,12,7,5,31525,15152,1,0,52,0,112Y
114511,市立玉井國中,[714]臺南市玉井區大成路152號,195739.75,2558046.27,25,8,17,6,2,4,9,3,2,4,199,102,97,31,28,23,26,48,43,78,49,29,3,1,2,45207,9592,1,0,21,0,112Y
114512,市立山上國中,[743]臺南市山上區山上里130號,184269.61,2555868.25,11,6,5,4,1,3,3,1,1,1,64,33,31,12,6,11,11,10,14,17,10,7,1,0,1,32100,3590,1,0,11,0,112Y
114513,市立安定國中,[745]臺南市安定區安加里262之1號,171525.197,2557111.567,34,15,19,7,2,5,13,4,4,5,298,155,143,47,45,43,38,65,60,129,74,55,16,4,12,45603,8083,0,0,31,0,112Y
114514,市立楠西國中,[715]臺南市楠西區中興路107號,197282.06,2564508.25,19,10,9,3,0,3,6,2,2,2,89,56,33,19,9,18,10,19,14,38,21,17,0,0,0,31978,6652,1,0,18,0,112Y
114515,市立新市國中,[744]臺南市新市區民族路76號,178329.99,2553731.29,64,18,46,9,1,8,24,8,8,8,553,282,271,96,89,88,94,98,88,204,107,97,4,1,3,34261,12138,1,0,57,0,112Y
114516,市立南化國中,[716]臺南市南化區南化里227號,196621.71,2549297.85,12,5,7,3,0,3,3,1,1,1,63,30,33,6,7,12,13,12,13,19,14,5,2,1,1,45899,3721,0,0,12,0,112Y
114517,市立左鎮國中,[713]臺南市左鎮區中正里170號,189590.91,2550660.25,12,5,7,2,0,2,3,1,1,1,49,32,17,8,5,13,6,11,6,23,16,7,0,0,0,18722,2888,0,0,14,0,112Y
114518,市立麻豆國中,[721]臺南市麻豆區南勢里36號,174238.8,2564734.6,64,22,42,8,2,6,22,7,7,8,515,267,248,81,68,83,87,103,93,187,87,100,7,2,5,63431,15596,2,0,67,0,112Y
114519,市立下營國中,[735]臺南市下營區中山路一段412號,175445.3,2570940.81,25,11,14,6,1,5,10,3,4,3,222,110,112,39,42,34,29,37,41,70,41,29,1,0,1,37415,10938,1,0,29,0,112Y
114520,市立六甲國中,[734]臺南市六甲區民權街43號,183364.67,2569614.11,39,12,27,7,2,5,14,5,4,5,316,176,140,61,44,52,39,63,57,128,76,52,6,3,3,31964,12851,1,0,38,0,112Y
114521,市立官田國中,[720]臺南市官田區隆田里三民路29號,179885.07,2565293.92,14,4,10,5,2,3,5,1,2,2,104,54,50,12,15,26,13,16,22,45,20,25,2,1,1,48631,8738,1,0,21,0,112Y
114522,市立大內國中,[742]臺南市大內區內江里319之1號,184913,2556890.009,20,10,10,6,0,6,5,1,2,2,94,43,51,5,15,12,16,26,20,35,20,15,5,3,2,26927,7388,1,0,13,0,112Y
114523,市立佳里國中,[722]臺南市佳里區安南路523號,165080.84,2562015.77,105,35,70,12,1,11,39,12,12,15,947,468,479,144,155,144,148,180,176,326,183,143,3,2,1,57284,14425,1,0,64,0,112Y
114524,市立佳興國中,[722]臺南市佳里區民安里新宅34之1號,167689,2564770.009,15,6,9,4,1,3,4,1,2,1,58,20,38,9,10,3,11,8,17,23,14,9,0,0,0,20769,4637,1,0,15,0,112Y
114525,市立學甲國中,[726]臺南市學甲區華宗路540號,166613.04,2570821.04,34,12,22,7,1,6,12,4,4,4,225,124,101,34,44,54,34,36,23,82,42,40,2,1,1,49975,15768,1,0,34,0,112Y
114526,市立西港國中,[723]臺南市西港區文化路41號,168574.21,2558255,25,8,17,6,2,4,9,3,3,3,218,115,103,39,33,36,37,40,33,74,40,34,1,0,1,30559,8700,1,0,32,0,112Y
114527,市立將軍國中,[725]臺南市將軍區忠嘉里昌平1之1號,163062.26,2567384.7,22,8,14,5,0,5,6,2,2,2,105,50,55,14,19,17,22,19,14,31,18,13,0,0,0,43451,7594,1,0,13,0,112Y
114529,市立竹橋國中,[724]臺南市七股區義合里74之2號,162110,2555920.009,13,6,7,4,1,3,3,1,1,1,48,27,21,9,5,4,5,14,11,19,7,12,0,0,0,21105,6029,1,0,17,0,112Y
114530,市立北門國中,[727]臺南市北門區北門里井仔腳1-1號,160838.19,2572576.02,12,7,5,5,1,4,3,1,1,1,47,26,21,8,5,9,8,9,8,18,8,10,1,1,0,46352,5714,1,0,14,0,112Y
114531,市立南新國中,[730]臺南市新營區民治路65號,179294.81,2578726.68,76,24,52,9,2,7,27,11,8,8,638,306,332,105,138,105,94,96,100,217,84,133,7,5,2,52692,23316,1,0,94,0,112Y
114532,市立太子國中,[730]臺南市新營區太北里140之21號,175414,2576750.009,19,6,13,5,2,3,6,2,2,2,73,46,27,13,8,19,7,14,12,36,24,12,5,2,3,26586,2727,0,0,13,0,112Y
114533,市立新東國中,[730]臺南市新營區民治東路30號,180847.48,2578926.44,86,20,66,8,1,7,31,10,10,11,892,478,414,160,132,139,149,179,133,386,196,190,4,0,4,21458,17247,1,0,57,0,112Y
114534,市立鹽水國中,[737]臺南市鹽水區三福路63號,174637.39,2580083.5,20,6,14,6,3,3,8,3,3,2,195,89,106,39,40,29,36,21,30,68,31,37,0,0,0,33560,13219,1,0,32,0,112Y
114535,市立白河國中,[732]臺南市白河區昇安里三間厝220號,191099.31,2584451.32,36,14,22,7,1,6,13,4,3,6,254,127,127,38,35,29,37,60,55,91,44,47,0,0,0,53328,18432,2,0,34,0,112Y
114536,市立柳營國中,[736]臺南市柳營區東昇里中山東路二段956號,181606.96,2575413.56,12,6,6,4,0,4,3,1,1,1,47,21,26,6,9,5,6,10,11,16,7,9,0,0,0,30605,7177,1,0,16,0,112Y
114537,市立東山國中,[733]臺南市東山區東中里青葉路一段132號,188955.54,2579503.17,16,9,7,4,0,4,6,2,2,2,81,47,34,16,16,15,6,16,12,23,10,13,1,0,1,33509,6473,1,0,15,0,112Y
114538,市立東原國中,[733]臺南市東山區東原里瓦厝70號,193902,2574600.009,19,7,12,5,1,4,6,2,2,2,83,51,32,14,9,15,10,22,13,31,18,13,1,1,0,22741,4459,0,0,16,0,112Y
114539,市立後壁國中,[731]臺南市後壁區嘉苳里124之20號,184524,2583560.009,26,11,15,6,2,4,9,3,3,3,143,76,67,21,26,23,19,32,22,45,21,24,2,1,1,41783,5905,1,0,18,0,112Y
114540,市立菁寮國中,[731]臺南市後壁區長短樹里8鄰長短樹8之3號,181731.42,2585286.76,9,5,4,4,1,3,3,1,1,1,27,16,11,6,1,5,5,5,5,13,8,5,0,0,0,22123,4239,1,0,17,0,112Y
114543,市立大橋國中,[710]臺南市永康區東橋十街1號,171298.3,2546968.76,108,36,72,10,0,10,43,14,14,15,1208,617,591,201,176,208,192,208,223,451,230,221,18,12,6,52136,23657,1,0,72,0,112Y
114544,市立沙崙國中,[711]臺南市歸仁區武東里歸仁六路2號,176311.14,2536608.48,32,10,22,6,1,5,12,4,4,4,324,169,155,62,43,52,52,55,60,115,72,43,6,2,4,51771,6740,0,0,24,0,112Y
121302,私立光禾華德福實驗學校附設國中,[831]高雄市大寮區至學路288號,191089.299,2500934.12,0,0,0,0,0,0,3,1,1,1,30,15,15,2,4,3,5,10,6,8,3,5,0,0,0,0,0,0,0,0,0,112Y
121307,財團法人普門中學附設國中,[840]高雄市大樹區大坑路140-11號,193032.25,2512908.63,0,0,0,0,0,0,14,5,5,4,466,274,192,104,71,83,69,87,52,146,89,57,29,12,17,0,0,0,0,0,0,112Y
121318,私立正義高中附設國中,[830]高雄市鳳山區南江街183號,182119.14,2500435.39,0,0,0,0,0,0,8,3,2,3,236,132,104,48,49,36,23,48,32,79,48,31,1,1,0,0,0,0,0,0,0,112Y
121320,私立義大國際高中附設國中,[840]高雄市大樹區學城路1段6號,188873.81,2514329.71,0,0,0,0,0,0,9,3,3,3,161,97,64,38,15,32,19,27,30,55,21,34,0,0,0,0,0,0,0,0,0,112Y
121405,私立中山工商附設國中,[831]高雄市大寮區正氣路79號,187546.859,2500103.31,0,0,0,0,0,0,3,2,1,0,48,30,18,19,11,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112Y
123501,市立巴楠花部落國中(小),[846]高雄市杉林區大愛里和氣街15號,202721.4,2540401.8,12,4,8,5,1,4,3,1,1,1,22,13,9,6,2,4,5,3,2,5,3,2,17,9,8,23397,4620,1,0,21,0,112Y
124302,市立文山高中附設國中,[833]高雄市鳥松區大埤路31號,183480.94,2505471.75,0,0,0,0,0,0,24,8,6,10,640,345,295,118,97,87,86,140,112,238,114,124,18,9,9,0,0,0,0,0,0,112Y
124311,市立林園高中附設國中,[832]高雄市林園區林園北路481號,187751.129,2490566.638,0,0,0,0,0,0,45,15,14,16,1188,629,559,202,185,197,192,230,182,422,228,194,26,11,15,0,0,0,0,0,0,112Y
124313,市立仁武高中附設國中,[814]高雄市仁武區仁林路20號,183869.63,2511479.14,0,0,0,0,0,0,22,8,7,7,557,282,275,102,96,93,93,87,86,220,123,97,31,12,19,0,0,0,0,0,0,112Y
124322,市立路竹高中附設國中,[821]高雄市路竹區中華路292號,173259.4,2528464.11,0,0,0,0,0,0,34,11,10,13,870,457,413,158,116,131,128,168,169,320,179,141,12,6,6,0,0,0,0,0,0,112Y
124333,市立六龜高中附設國中,[844]高雄市六龜區義寶里光復路212號,212589.692,2543574.435,0,0,0,0,0,0,7,2,2,3,100,46,54,12,18,13,19,21,17,34,17,17,20,12,8,0,0,0,0,0,0,112Y
124340,市立福誠高中附設國中,[830]高雄市鳳山區五甲三路176號,180481.42,2499095.28,0,0,0,0,0,0,39,13,13,13,1094,541,553,184,182,172,170,185,201,411,219,192,17,13,4,0,0,0,0,0,0,112Y
124501,市立鳳山國中,[830]高雄市鳳山區中山東路227號,185445.968,2502926.873,159,40,119,16,3,13,63,21,21,21,1524,751,773,264,224,215,250,272,299,576,313,263,44,16,28,39947,24672,1,0,91,0,112Y
124503,市立鳳西國中,[830]高雄市鳳山區興中里光華路69號,183519.9,2502433.72,131,33,98,14,2,12,49,15,17,17,1273,669,604,200,171,217,216,252,217,498,257,241,25,14,11,38755,29539,1,0,125,0,112Y
124504,市立五甲國中,[830]高雄市鳳山區龍成路111號,180979.45,2499937.41,82,28,54,9,3,6,29,9,8,12,694,344,350,107,102,106,104,131,144,270,131,139,6,3,3,23640,16674,1,0,77,0,112Y
124505,市立鳳甲國中,[830]高雄市鳳山區輜汽路300號,182417.32,2501975.6,126,39,87,15,3,12,51,17,17,17,1197,635,562,198,182,193,163,244,217,485,246,239,17,5,12,40301,6448,0,0,71,0,112Y
124506,市立忠孝國中,[830]高雄市鳳山區國泰路二段81號,182842,2502340.008,34,11,23,6,3,3,12,4,4,4,193,111,82,44,28,38,21,29,33,61,38,23,27,24,3,29164,6312,1,0,42,0,112Y
124507,市立大寮國中,[831]高雄市大寮區永芳里進學路150號,187558.71,2500442.24,79,29,50,9,3,6,29,9,10,10,666,340,326,116,115,102,89,122,122,258,127,131,23,12,11,67752,15834,1,0,52,0,112Y
124508,市立潮寮國中,[831]高雄市大寮區潮寮里潮寮路51之9號,190884.91,2496053.89,27,10,17,5,2,3,6,2,2,2,112,49,63,14,22,15,19,20,22,52,27,25,4,1,3,37086,5514,0,0,17,0,112Y
124509,市立大樹國中,[840]高雄市大樹區九曲里九曲路500號,190675.788,2506418.285,49,16,33,7,1,6,17,6,5,6,405,211,194,75,67,53,59,83,68,172,75,97,17,10,7,27574,14051,1,0,46,0,112Y
124510,市立溪埔國中,[840]高雄市大樹區溪埔路1號,192781.6,2513327.64,24,8,16,6,3,3,6,2,2,2,145,78,67,27,25,26,20,25,22,76,39,37,1,1,0,18497,4677,0,0,14,0,112Y
124512,市立鳥松國中,[833]高雄市鳥松區松埔北巷5之1號,185368.97,2507487.93,21,9,12,5,3,2,7,2,2,3,133,75,58,15,24,27,19,33,15,58,26,32,8,4,4,26996,4711,1,0,26,0,112Y
124514,市立大社國中,[815]高雄市大社區神農里翠屏路100號,183980.18,2514421.33,48,13,35,8,2,6,17,6,5,6,410,214,196,77,75,66,47,71,74,149,79,70,7,3,4,45314,6281,1,0,37,0,112Y
124515,市立岡山國中,[820]高雄市岡山區岡燕路238號,178465.91,2521317.946,126,42,84,14,2,12,49,16,16,17,1278,669,609,213,200,208,180,248,229,450,208,242,29,14,15,38437,20825,1,0,78,0,112Y
124516,市立前峰國中,[820]高雄市岡山區樹人路1號,176940.345,2521144.281,82,36,46,9,1,8,32,11,10,11,856,441,415,149,156,136,129,156,130,289,154,135,18,6,12,36857,19714,1,0,67,0,112Y
124517,市立永安國中,[828]高雄市永安區保興一路3號,172054.225,2524902.895,25,7,18,6,3,3,6,2,2,2,130,65,65,24,23,17,17,24,25,44,23,21,1,0,1,22965,4800,0,0,14,0,112Y
124518,市立橋頭國中,[825]高雄市橋頭區新興路70號,178847.01,2517815.43,72,22,50,9,4,5,26,9,8,9,671,379,292,143,99,94,88,142,105,228,116,112,33,27,6,47556,17372,1,0,55,0,112Y
124519,市立梓官國中,[826]高雄市梓官區中學路71號,174364.31,2518164.52,52,13,39,8,3,5,19,6,6,7,421,209,212,75,63,64,63,70,86,165,86,79,4,3,1,34448,14146,1,0,45,0,112Y
124520,市立燕巢國中,[824]高雄市燕巢區中興路267號,184580.21,2520709,33,10,23,8,1,7,11,4,4,3,254,134,120,51,47,45,41,38,32,126,71,55,3,1,2,42320,14891,1,0,35,0,112Y
124521,市立阿蓮國中,[822]高雄市阿蓮區民生路178號,180861.518,2531742.528,66,24,42,9,2,7,22,7,7,8,525,262,263,83,87,90,81,89,95,204,109,95,13,5,8,33706,10639,1,0,61,0,112Y
124523,市立湖內國中,[829]高雄市湖內區公?里中山路二段63號,170743.332,2534272.986,34,6,28,8,3,5,12,4,4,4,294,149,145,43,48,52,52,54,45,112,63,49,7,5,2,24518,18413,1,0,28,0,112Y
124524,市立茄萣國中,[852]高雄市茄萣區白雲里濱海路四段29號,165984.377,2534206.488,55,18,37,9,3,6,19,6,7,6,406,207,199,64,54,66,68,77,77,140,67,73,0,0,0,48856,10925,1,0,40,0,112Y
124525,市立田寮國中,[823]高雄市田寮區南安里崗安路48號,184399.11,2529236.972,14,6,8,3,1,2,3,1,1,1,42,21,21,3,7,8,8,10,6,24,13,11,0,0,0,32799,3507,1,0,12,0,112Y
124526,市立彌陀國中,[827]高雄市彌陀區海尾里進學路136號,172637.43,2519803.11,39,9,30,8,4,4,13,4,4,5,293,138,155,39,61,37,41,62,53,109,49,60,4,2,2,35705,13400,1,0,29,0,112Y
124527,市立旗山國中,[842]高雄市旗山區大德里中學路42號,196782.202,2531244.781,76,29,47,10,3,7,26,8,9,9,642,300,342,106,99,94,111,100,132,238,119,119,19,7,12,51749,14873,1,0,54,0,112Y
124528,市立圓富國中,[842]高雄市旗山區圓富里旗甲路2段609號,198770.704,2536486.887,19,6,13,5,1,4,5,2,1,2,67,37,30,13,12,5,8,19,10,33,18,15,3,2,1,28550,6170,0,0,22,0,112Y
124529,市立大洲國中,[842]高雄市旗山區新光里新南巷5號,194630.385,2526153.703,12,3,9,3,1,2,3,1,1,1,31,18,13,6,5,6,2,6,6,15,6,9,0,0,0,20539,5413,1,0,10,0,112Y
124530,市立美濃國中,[843]高雄市美濃區合和里中正路一段191號,203166.541,2532700.628,35,16,19,6,4,2,12,4,4,4,246,137,109,45,54,38,19,54,36,78,50,28,8,6,2,50371,8134,1,0,27,0,112Y
124531,市立南隆國中,[843]高雄市美濃區南中街3號,202236.197,2529567.7,26,10,16,7,1,6,8,2,3,3,183,99,84,24,20,30,31,45,33,78,36,42,6,4,2,28804,13710,1,0,27,0,112Y
124532,市立龍肚國中,[843]高雄市美濃區龍山里中華路68號,206003.67,2530861.524,23,10,13,6,3,3,6,2,2,2,66,38,28,9,8,13,9,16,11,33,8,25,6,3,3,24042,4946,1,0,17,0,112Y
124534,市立寶來國中,[844]高雄市六龜區寶來里中正路137號,219643.387,2556423.679,17,7,10,4,2,2,3,1,1,1,47,26,21,5,5,8,7,13,9,16,7,9,27,14,13,38420,6302,1,0,15,0,112Y
124535,市立杉林國中,[846]高雄市杉林區月眉里清水路6號,202918.606,2540877.139,24,10,14,6,1,5,6,2,2,2,91,50,41,19,15,11,8,20,18,33,16,17,17,9,8,39025,7691,1,0,24,0,112Y
124536,市立內門國中,[845]高雄市內門區中正路160巷30號,193945.972,2535737.029,23,14,9,6,2,4,6,2,2,2,79,40,39,9,17,14,11,17,11,39,24,15,0,0,0,29856,6515,0,0,21,0,112Y
124537,市立甲仙國中,[847]高雄市甲仙區東安里文化南路6號,208201.961,2553307.997,13,8,5,4,1,3,3,1,1,1,51,28,23,9,8,9,10,10,5,13,7,6,4,3,1,27215,3051,0,0,16,0,112Y
124538,市立中芸國中,[832]高雄市林園區中芸里中芸路3之100號,187778.87,2487480.021,30,17,13,6,4,2,9,3,3,3,148,69,79,26,26,20,24,23,29,72,42,30,5,3,2,38586,6569,1,0,26,0,112Y
124539,市立中庄國中,[831]高雄市大寮區中庄里光明路三段1437號,188517.85,2504146.84,62,19,43,9,2,7,24,8,7,9,596,310,286,110,89,86,80,114,117,212,118,94,28,10,18,42091,10458,0,0,40,0,112Y
124541,市立蚵寮國中,[826]高雄市梓官區智蚵里中正二街60號,173858.16,2514415.61,18,9,9,5,2,3,6,2,2,2,139,73,66,25,18,24,16,24,32,44,21,23,6,4,2,32316,14046,1,0,30,0,112Y
124542,市立那瑪夏國中,[849]高雄市那瑪夏區瑪雅里平和巷171號,218969.213,2570988.801,22,9,13,5,2,3,6,2,2,2,98,47,51,21,17,12,15,14,19,18,12,6,76,30,46,36831,2754,1,0,12,0,112Y
124543,市立青年國中,[830]高雄市鳳山區青年路二段89號,183083.38,2503546.1,119,31,88,13,2,11,46,15,15,16,1207,631,576,191,193,206,157,234,226,428,256,172,25,16,9,32639,19470,1,0,76,0,112Y
124544,市立一甲國中,[821]高雄市路竹區一甲路111號,175285.63,2529942.07,45,19,26,7,2,5,16,6,5,5,328,177,151,61,48,56,56,60,47,97,50,47,8,3,5,26101,12838,1,0,36,0,112Y
124545,市立大灣國中,[814]高雄市仁武區大灣里仁雄路99號,182384.602,2508565.303,81,24,57,9,3,6,31,10,10,11,747,371,376,120,128,124,103,127,145,297,160,137,18,13,5,56634,16510,1,0,56,0,112Y
