ID,NAME,ADDR,X,Y,T_CNT,T_M_CNT,T_F_CNT,S_CNT,S_M_CNT,S_F_CNT,C_CNT,L1_C_CNT,L2_C_CNT,L3_C_CNT,STU_CNT,STU_M_CNT,STU_F_CNT,L1_STU_M_CNT,L1_STU_F_CNT,L2_STU_M_CNT,L2_STU_F_CNT,L3_STU_M_CNT,L3_STU_F_CNT,G_STU_CNT,G_STU_M_CNT,G_STU_F_CNT,NA_STU_CNT,NA_STU_M_CNT,NA_STU_F_CNT,SL_AREA,SB_AREA,AU_CNT,AU_AREA,CR_CNT,CR_AREA,INFO_TIME
識別碼,名稱,地址,X坐標,Y坐標,國中專任教師數,國中男專任教師數,國中女專任教師數,國中職員數,國中男職員數,國中女職員數,國中班級數,國中一年級班級數,國中二年級班級數,國中三年級班級數,國中學生數,國中男學生數,國中女學生數,國中一年級男學生數,國中一年級女學生數,國中二年級男學生數,國中二年級女學生數,國中三年級男學生數,國中三年級女學生數,國中上學年畢業生數,國中上學年男畢業生數,國中上學年女畢業生數,國中原住民學生數,國中男原住民學生數,國中女原住民學生數,國中校地面積,國中校舍面積,國中禮堂座數,國中禮堂面積,國中教室間數,國中教室面積,資料時間
10301,國立華僑高級中等學校附設國中,[220]新北市板橋區大觀路一段32號,295178.942,2766686.48,0,0,0,0,0,0,3,1,1,1,44,24,20,11,5,8,6,5,9,14,6,8,0,0,0,0,0,0,0,0,0,112Y
11301,私立淡江高中附設國中,[251]新北市淡水區真理街26號,293930.465,2785238.828,0,0,0,0,0,0,21,7,7,7,803,436,367,153,123,128,118,155,126,281,150,131,14,3,11,0,0,0,0,0,0,112Y
11302,私立康橋高中附設國中,[231]新北市新店區華城路800號,300284.485,2756006.109,0,0,0,0,0,0,33,11,11,11,925,434,491,145,151,147,178,142,162,322,164,158,2,0,2,0,0,0,0,0,0,112Y
11306,私立金陵女中附設國中,[241]新北市三重區重新路五段656號,297062.566,2770566.877,0,0,0,0,0,0,24,7,8,9,941,0,941,0,317,0,288,0,336,318,0,318,8,0,8,0,0,0,0,0,0,112Y
11307,新北市裕德高級中等學校附設國中,[236]新北市土城區擺接堡路1號,294378.061,2763963.975,0,0,0,0,0,0,18,6,6,6,519,267,252,100,87,85,78,82,87,126,63,63,0,0,0,0,0,0,0,0,0,112Y
11309,財團法人南山高中附設國中,[235]新北市中和區廣福路41號,300817.785,2766052.328,0,0,0,0,0,0,66,22,22,22,2917,1561,1356,522,462,524,452,515,442,953,527,426,11,5,6,0,0,0,0,0,0,112Y
11310,財團法人恆毅高中附設國中,[242]新北市新莊區中正路108號,295789.261,2769903.034,0,0,0,0,0,0,24,8,8,8,1036,705,331,243,104,223,107,239,120,405,301,104,10,7,3,0,0,0,0,0,0,112Y
11311,私立聖心女中附設國中,[249]新北市八里區龍米路一段263號,295329.446,2780785.258,0,0,0,0,0,0,14,4,5,5,508,0,508,0,151,0,180,0,177,199,0,199,2,0,2,0,0,0,0,0,0,112Y
11312,私立崇義高中附設國中,[221]新北市汐止區大同路三段68號,317506.503,2774466.358,0,0,0,0,0,0,1,0,0,1,8,8,0,1,0,1,0,6,0,2,1,1,5,5,0,0,0,0,0,0,0,112Y
11314,財團法人福瑞斯特高中附設國中,[236]新北市土城區城林路2號,294163.94,2763149.012,0,0,0,0,0,0,3,2,1,0,69,38,31,28,21,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112Y
11316,私立格致高中附設國中,[241]新北市三重區大智街260號,299302.959,2774045.282,0,0,0,0,0,0,18,6,6,6,648,393,255,143,88,126,85,124,82,268,168,100,4,3,1,0,0,0,0,0,0,112Y
11317,私立醒吾高中附設國中,[244]新北市林口區粉寮路一段75巷80號,289924.362,2774649.384,0,0,0,0,0,0,3,1,1,1,50,16,34,6,8,4,11,6,15,16,6,10,3,0,3,0,0,0,0,0,0,112Y
11318,私立徐匯高中附設國中,[247]新北市蘆洲區中山一路1號,298417.482,2774754.115,0,0,0,0,0,0,8,2,3,3,292,292,0,86,0,95,0,111,0,111,111,0,0,0,0,0,0,0,0,0,0,112Y
11322,財團法人崇光高中附設國中,[231]新北市新店區三民路18號,304426.664,2762758.804,0,0,0,0,0,0,24,8,8,8,940,311,629,132,203,95,197,84,229,325,84,241,14,4,10,0,0,0,0,0,0,112Y
11323,私立光仁高中附設國中,[220]新北市板橋區中山路二段255巷18號,298130.603,2767871.385,0,0,0,0,0,0,22,6,8,8,688,383,305,106,90,149,97,128,118,240,132,108,4,3,1,0,0,0,0,0,0,112Y
11324,私立竹林高中附設國中,[235]新北市中和區華新街143巷12號,301084.84,2763648.887,0,0,0,0,0,0,30,11,9,10,1055,599,456,228,176,180,127,191,153,359,218,141,6,4,2,0,0,0,0,0,0,112Y
11325,私立及人高中附設國中,[231]新北市新店區安興路1號,301986.416,2762141.855,0,0,0,0,0,0,3,1,1,1,67,45,22,7,5,21,9,17,8,46,35,11,0,0,0,0,0,0,0,0,0,112Y
11329,財團法人辭修高中附設國中,[237]新北市三峽區溪東路251號,291351.122,2758311.634,0,0,0,0,0,0,17,5,5,7,549,335,214,120,71,88,59,127,84,268,166,102,1,1,0,0,0,0,0,0,0,112Y
11330,新北市林口康橋高中附設國中,[244]新北市林口區興林路55號,289315.013,2774104.123,0,0,0,0,0,0,27,9,9,9,776,398,378,139,134,128,122,131,122,247,129,118,5,3,2,0,0,0,0,0,0,112Y
11399,私立時雨高中附設國中,[224]新北市瑞芳區銅山里祈堂路217號,336222.863,2778171.656,0,0,0,0,0,0,18,6,6,6,846,538,308,172,107,178,105,188,96,305,196,109,8,5,3,0,0,0,0,0,0,112Y
14302,市立海山高中附設國中,[220]新北市板橋區漢生東路215號,297527.704,2766984.774,0,0,0,0,0,0,87,29,29,29,2629,1351,1278,444,421,421,427,486,430,896,461,435,28,16,12,0,0,0,0,0,0,112Y
14311,市立三重高中附設國中,[241]新北市三重區集美街212號,299587.65,2771925.555,0,0,0,0,0,0,24,8,8,8,509,246,263,84,75,75,94,87,94,160,78,82,12,6,6,0,0,0,0,0,0,112Y
14315,市立永平高中附設國中,[234]新北市永和區永平路205號,301336.661,2767064.758,0,0,0,0,0,0,31,10,10,11,783,379,404,129,124,113,134,137,146,269,127,142,9,4,5,0,0,0,0,0,0,112Y
14322,市立樹林高中附設國中,[238]新北市樹林區中華路8號,292649.55,2763954.033,0,0,0,0,0,0,32,10,11,11,840,453,387,130,123,156,141,167,123,315,157,158,85,39,46,0,0,0,0,0,0,112Y
14326,市立明德高中附設國中,[237]新北市三峽區中正路二段399號,286760.853,2755518.569,0,0,0,0,0,0,31,11,10,10,608,351,257,133,94,108,82,110,81,257,154,103,47,23,24,0,0,0,0,0,0,112Y
14332,市立秀峰高中附設國中,[221]新北市汐止區忠孝東路201號,316594.693,2773209.817,0,0,0,0,0,0,40,13,13,14,1129,596,533,207,199,176,165,213,169,373,218,155,36,14,22,0,0,0,0,0,0,112Y
14338,市立金山高中附設國中,[208]新北市金山區美田里文化二路2號,314175.626,2790814.676,0,0,0,0,0,0,13,4,5,4,257,128,129,34,35,48,36,46,58,112,57,55,3,1,2,0,0,0,0,0,0,112Y
14343,市立安康高中附設國中,[231]新北市新店區安興路25號,301990.756,2762421.62,0,0,0,0,0,0,23,7,8,8,554,309,245,99,76,99,89,111,80,211,106,105,33,23,10,0,0,0,0,0,0,112Y
14347,市立雙溪高中附設國中,[227]新北市雙溪區梅竹蹊3號,337105.012,2769924.22,0,0,0,0,0,0,8,2,2,4,118,64,54,16,21,17,15,31,18,56,32,24,6,2,4,0,0,0,0,0,0,112Y
14348,市立石碇高中附設國中,[223]新北市石碇區隆盛里八分寮45號,314857.869,2767342.81,0,0,0,0,0,0,5,2,1,2,71,33,38,10,17,9,11,14,10,22,13,9,2,0,2,0,0,0,0,0,0,112Y
14353,市立丹鳳高中附設國中,[242]新北市新莊區龍安路72號,292001.166,2768190.158,0,0,0,0,0,0,69,23,23,23,2117,1084,1033,349,345,371,338,364,350,712,363,349,52,19,33,0,0,0,0,0,0,112Y
14356,市立清水高中附設國中,[236]新北市土城區明德路一段72號,296975.708,2763865.907,0,0,0,0,0,0,34,12,10,12,867,434,433,149,173,138,110,147,150,342,184,158,23,11,12,0,0,0,0,0,0,112Y
14357,市立三民高中附設國中,[247]新北市蘆洲區三民路96號,297643.426,2775456.624,0,0,0,0,0,0,39,12,12,15,974,539,435,162,153,168,138,209,144,375,192,183,23,10,13,0,0,0,0,0,0,112Y
14362,市立錦和高中附設國中,[235]新北市中和區錦和路163號,299573.937,2765041.076,0,0,0,0,0,0,51,16,15,20,1243,684,559,220,175,213,174,251,210,448,231,217,22,17,5,0,0,0,0,0,0,112Y
14363,市立光復高中附設國中,[220]新北市板橋區光環路一段7號,298670.053,2767703.884,0,0,0,0,0,0,23,8,7,8,558,275,283,99,74,85,90,91,119,222,109,113,10,7,3,0,0,0,0,0,0,112Y
14364,市立竹圍高中附設國中,[251]新北市淡水區竹林路 35 號,296550.873,2782032.498,0,0,0,0,0,0,21,7,7,7,618,354,264,120,96,124,75,110,93,214,129,85,14,10,4,0,0,0,0,0,0,112Y
14381,市立北大高級中學附設國中,[237]新北市三峽區大義路277號,287980.055,2760137.894,0,0,0,0,0,0,13,5,4,4,415,210,205,77,87,61,62,72,56,127,52,75,2,1,1,0,0,0,0,0,0,112Y
14399,市立豐珠中學附設國中部,[228]新北市貢寮區美豐里雞母嶺街6-6號,340952.969,2773369.592,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112Y
14468,市立樟樹國際實中附設國中,[221]新北市汐止區樟樹二路135號,314538.164,2773221.288,0,0,0,0,0,0,22,7,7,8,515,269,246,95,72,94,79,80,95,178,88,90,57,30,27,0,0,0,0,0,0,112Y
14501,市立板橋國中,[220]新北市板橋區中正路437號,295834.225,2768512.789,109,30,79,10,3,7,45,16,14,15,1097,616,481,209,165,176,139,231,177,395,226,169,14,9,5,51959,13084,1,0,81,0,112Y
14503,市立重慶國中,[220]新北市板橋區國慶路221號,296752.078,2765656.838,137,38,99,13,3,10,56,17,18,21,1321,653,668,196,215,223,198,234,255,488,226,262,29,10,19,29231,28818,1,0,109,0,112Y
14504,市立江翠國中,[220]新北市板橋區松江街63號,297273.351,2769065.28,151,40,111,13,3,10,56,20,16,20,1347,714,633,266,224,209,196,239,213,492,250,242,12,6,6,51840,31254,1,0,135,0,112Y
14505,市立中山國中,[220]新北市板橋區文化路一段188巷56號,297193.584,2767906.5,219,59,160,14,3,11,89,29,30,30,2754,1408,1346,449,466,482,439,477,441,880,465,415,18,7,11,29202,36634,1,0,130,0,112Y
14506,市立新埔國中,[220]新北市板橋區新海路181號,296388.293,2768613.949,97,26,71,10,4,6,35,11,12,12,773,374,399,115,124,125,128,134,147,278,133,145,19,10,9,37737,39480,1,0,106,0,112Y
14507,市立新莊國中,[242]新北市新莊區中正路211號,295661.118,2769834.508,189,47,142,13,2,11,71,24,22,25,1828,938,890,319,312,308,263,311,315,652,346,306,31,18,13,30082,24094,1,0,115,0,112Y
14508,市立新泰國中,[242]新北市新莊區新泰路359號,294840.317,2770569.039,139,38,101,11,2,9,52,16,17,19,1226,684,542,214,174,224,164,246,204,470,253,217,33,20,13,33000,16923,1,0,111,0,112Y
14509,市立福營國中,[242]新北市新莊區富國路105號,292639.708,2768648.973,138,50,88,10,0,10,51,17,17,17,1307,696,611,214,215,233,190,249,206,493,288,205,41,21,20,26150,27403,0,0,112,0,112Y
14510,市立頭前國中,[242]新北市新莊區中原路2號,296359.895,2771968.57,100,28,72,11,1,10,40,13,13,14,985,543,442,190,125,158,164,195,153,342,179,163,22,4,18,29996,37059,1,0,78,0,112Y
14512,市立光榮國中,[241]新北市三重區介壽路26號,300433.584,2773674.669,65,17,48,9,2,7,26,9,8,9,550,318,232,121,87,80,68,117,77,160,86,74,24,17,7,24380,14970,1,0,87,0,112Y
14513,市立明志國中,[241]新北市三重區中正北路107號,299333.401,2772892.632,132,36,96,12,4,8,51,17,15,19,1276,669,607,205,200,206,172,258,235,431,249,182,18,7,11,28000,12300,0,0,107,0,112Y
14514,市立碧華國中,[241]新北市三重區三信路166號,299329.978,2775528.89,111,37,74,11,2,9,45,15,15,15,1327,660,667,220,244,209,216,231,207,367,199,168,21,13,8,25730,21227,1,0,84,0,112Y
14516,市立永和國中,[234]新北市永和區國中路111號,302821.451,2766620.466,258,61,197,14,2,12,105,37,33,35,2761,1444,1317,500,456,457,419,487,442,940,483,457,35,18,17,32341,34445,1,0,163,0,112Y
14517,市立福和國中,[234]新北市永和區永利路71號,302573.963,2766321.431,223,62,161,14,0,14,89,30,28,31,2287,1144,1143,394,394,348,376,402,373,791,388,403,16,9,7,40279,38398,0,0,173,0,112Y
14518,市立中和國中,[235]新北市中和區興南路二段3巷17號,301338.295,2764342.579,101,27,74,11,3,8,39,12,12,15,814,443,371,152,103,144,113,147,155,318,169,149,14,8,6,35803,37350,1,0,116,0,112Y
14519,市立積穗國中,[235]新北市中和區民安街66號,298429.168,2765907.46,80,24,56,9,5,4,32,11,9,12,712,362,350,118,114,108,100,136,136,238,125,113,21,13,8,28192,23550,1,0,86,0,112Y
14520,市立漳和國中,[235]新北市中和區廣福路39號,301027.6,2766168.745,72,20,52,10,1,9,25,7,8,10,472,254,218,75,61,82,74,97,83,190,94,96,12,6,6,38859,18629,0,0,75,0,112Y
14521,市立鶯歌國中,[239]新北市鶯歌區尖山埔路108號,284820.79,2760329.113,136,33,103,13,2,11,53,16,16,21,1308,674,634,198,214,218,177,258,243,507,266,241,72,35,37,33799,17240,1,0,88,0,112Y
14523,市立柑園國中,[238]新北市樹林區柑園街二段125號,288796.513,2760788.688,29,8,21,7,0,7,11,4,3,4,247,142,105,48,37,40,27,54,41,80,36,44,19,13,6,23148,7086,1,0,29,0,112Y
14524,市立土城國中,[236]新北市土城區永寧路18號,293434.95,2761683.448,149,42,107,11,1,10,57,19,19,19,1627,855,772,303,280,269,241,283,251,589,318,271,51,22,29,36120,18544,1,0,81,0,112Y
14525,市立三峽國中,[237]新北市三峽區復興路238號,287272.809,2759078.172,150,48,102,13,3,10,59,20,19,20,1497,783,714,251,244,254,210,278,260,585,308,277,81,42,39,36946,24254,1,0,92,0,112Y
14527,市立八里國中,[249]新北市八里區荖阡坑路15號,290365.269,2781368.584,52,17,35,8,1,7,16,6,5,5,354,190,164,68,59,51,56,71,49,120,60,60,27,16,11,29282,9804,1,0,42,0,112Y
14528,市立泰山國中,[243]新北市泰山區泰林路二段498號,292831.673,2772935.25,61,19,42,8,2,6,23,8,7,8,570,315,255,92,76,88,88,135,91,220,126,94,18,11,7,22199,9225,1,0,44,0,112Y
14529,市立五股國中,[248]新北市五股區成泰路二段49巷15號,293952.463,2775071.956,105,27,78,10,0,10,41,14,14,13,858,477,381,171,136,161,106,145,139,293,165,128,43,19,24,44119,16183,0,0,72,0,112Y
14530,市立蘆洲國中,[247]新北市蘆洲區中正路265號,297043.696,2775504.823,140,37,103,13,3,10,55,17,17,21,1350,728,622,207,198,241,188,280,236,541,290,251,35,19,16,45900,28654,1,0,133,0,112Y
14531,市立林口國中,[244]新北市林口區民治路25號,288020.354,2774343.566,135,39,96,8,0,8,53,19,16,18,1642,867,775,301,244,279,245,287,286,552,276,276,63,36,27,33568,19784,1,0,78,0,112Y
14533,市立汐止國中,[221]新北市汐止區禮門里大同路二段394號,316422.855,2773354.701,55,18,37,9,2,7,21,6,6,9,472,240,232,61,69,69,70,110,93,163,86,77,22,13,9,10772,18972,0,0,41,0,112Y
14534,市立淡水國中,[251]新北市淡水區文化里真理街10號,294020.685,2785201.334,86,24,62,10,0,10,32,12,10,10,713,381,332,135,128,117,90,129,114,256,131,125,19,11,8,24475,17759,1,0,75,0,112Y
14536,市立三芝國中,[252]新北市三芝區淡金路一段38號,300550.863,2794600.982,45,15,30,8,4,4,17,6,5,6,338,190,148,54,39,65,47,71,62,139,62,77,11,7,4,32099,12872,1,0,38,0,112Y
14537,市立石門實驗國中,[253]新北市石門區中央路1之9號,306849.551,2798153.885,29,10,19,3,1,2,8,3,3,2,99,54,45,17,18,18,20,19,7,33,20,13,1,1,0,15513,4183,1,0,19,0,112Y
14539,市立萬里國中,[207]新北市萬里區獅頭路24號,320054,2785620.01,23,7,16,6,2,4,6,2,2,2,82,42,40,9,9,14,21,19,10,33,17,16,5,1,4,35202,5547,1,0,23,0,112Y
14540,市立坪林實驗國中,[232]新北市坪林區國中路4號,321989.819,2759099.974,23,5,18,2,0,2,6,2,2,2,102,63,39,23,15,17,17,23,7,30,18,12,0,0,0,24662,5948,2,0,20,0,112Y
14541,市立文山國中,[231]新北市新店區文中路38號,304441.491,2761095.038,73,20,53,9,1,8,26,9,8,9,554,305,249,109,70,96,87,100,92,195,110,85,33,12,21,16724,22375,1,0,65,0,112Y
14542,市立五峰國中,[231]新北市新店區中興路一段253號,304926.435,2762163.215,99,27,72,10,4,6,39,13,13,13,886,440,446,157,162,147,120,136,164,306,157,149,43,18,25,18917,25750,0,0,105,0,112Y
14544,市立瑞芳國中,[224]新北市瑞芳區三爪子坑路1號,332238,2777960.01,58,21,37,8,1,7,18,7,5,6,347,188,159,57,53,55,49,76,57,118,62,56,30,19,11,25818,10530,1,0,53,0,112Y
14545,市立欽賢國中,[224]新北市瑞芳區崙頂路3之1號,335318.083,2777648.849,17,8,9,2,0,2,6,2,2,2,19,12,7,3,3,5,3,4,1,8,4,4,1,1,0,34348,8456,1,0,24,0,112Y
14546,市立貢寮實驗國中,[228]新北市貢寮區嵩陽街42號,341551.574,2767900.854,21,12,9,4,1,3,6,2,2,2,72,40,32,16,9,11,13,13,10,26,15,11,3,0,3,19051,7189,1,0,26,0,112Y
14549,市立深坑國中,[222]新北市深坑區文化街41號,312407.359,2766112.762,36,16,20,8,3,5,14,4,5,5,296,161,135,43,45,59,37,59,53,131,67,64,6,6,0,24739,9569,0,0,39,0,112Y
14550,市立平溪國中,[226]新北市平溪區靜安路二段295號,324038.908,2768578.75,28,8,20,5,2,3,6,2,2,2,19,10,9,2,2,4,2,4,5,10,4,6,0,0,0,30869,9401,1,0,18,0,112Y
14551,市立烏來國中(小),[233]新北市烏來區啦卡路5號,306005.822,2750721.396,15,4,11,6,2,4,3,1,1,1,27,14,13,3,3,8,3,3,7,11,8,3,25,12,13,13507,4662,1,0,24,0,112Y
14552,市立溪崑國中,[220]新北市板橋區大觀路三段50巷30號,293533.306,2765671.467,152,55,97,14,2,12,63,21,20,22,1678,849,829,279,282,274,256,296,291,575,299,276,57,24,33,39804,30716,1,0,130,0,112Y
14554,市立自強國中,[235]新北市中和區莒光路191號,297708.606,2765732.044,77,27,50,9,0,9,29,10,9,10,712,371,341,124,121,116,97,131,123,229,112,117,7,3,4,30170,29575,0,0,78,0,112Y
14555,市立中正國中,[236]新北市土城區金城路二段247號,296120.116,2764022.812,146,42,104,12,2,10,61,21,18,22,1451,771,680,251,258,237,213,283,209,532,261,271,44,26,18,28837,30121,0,0,124,0,112Y
14558,市立義學國中,[243]新北市泰山區民生路33號,293520.397,2771570.958,109,33,76,11,1,10,44,15,15,14,1138,596,542,201,186,204,189,191,167,446,234,212,29,15,14,31838,33807,0,0,86,0,112Y
14559,市立中平國中,[242]新北市新莊區中平路385號,294851.683,2771805.366,158,39,119,11,2,9,66,21,22,23,2043,1059,984,312,354,366,301,381,329,652,352,300,23,11,12,31795,19447,0,0,80,0,112Y
14560,市立鳳鳴國中,[239]新北市鶯歌區永和街33號,283497.785,2762171.451,44,17,27,7,1,6,16,6,5,5,359,178,181,59,64,61,55,58,62,125,68,57,32,15,17,20330,22732,0,0,46,0,112Y
14561,市立三和國中,[241]新北市三重區三和路四段216號,299077.427,2774347.956,178,46,132,14,1,13,74,25,25,24,1961,972,989,289,335,356,325,327,329,767,400,367,19,10,9,29733,16205,0,0,119,0,112Y
14565,市立尖山國中,[239]新北市鶯歌區國中街1號,284556.539,2759580.751,44,15,29,6,0,6,16,5,6,5,316,187,129,58,44,70,48,59,37,121,72,49,33,28,5,32399,10246,0,0,33,0,112Y
14566,市立正德國中,[251]新北市淡水區北新路109號,295040.251,2785621.575,144,45,99,13,2,11,57,19,19,19,1555,779,776,271,251,257,261,251,264,521,252,269,51,22,29,49711,12817,0,0,88,0,112Y
14567,市立安溪國中,[237]新北市三峽區大同路135號,287649.073,2757695.739,72,23,49,8,2,6,26,9,8,9,618,344,274,124,98,101,74,119,102,194,106,88,28,18,10,27164,30899,1,0,71,0,112Y
14569,市立育林國中,[238]新北市樹林區復興路395號,291962.737,2764265.363,70,27,43,9,3,6,29,10,9,10,722,362,360,135,128,105,113,122,119,274,144,130,38,12,26,0,11920,0,0,42,0,112Y
14570,市立青山國中(小),[221]新北市汐止區莊敬街33號,316270.245,2772663.184,46,10,36,10,1,9,18,6,6,6,442,208,234,64,78,64,80,80,76,161,90,71,11,7,4,19650,30086,1,0,63,0,112Y
14571,市立崇林國中,[244]新北市林口區文化一路一段20號,287355.16,2773372.922,120,28,92,9,2,7,47,17,15,15,1366,692,674,264,263,220,217,208,194,423,210,213,25,16,9,33413,32784,1,0,89,0,112Y
14572,市立二重國中,[241]新北市三重區忠孝路三段89號,298474.063,2773142.07,56,20,36,9,1,8,21,6,8,7,466,259,207,88,63,90,71,81,73,168,100,68,26,23,3,21007,18830,0,0,88,0,112Y
14573,市立大觀國中,[220]新北市板橋區僑中一街1號,295270.148,2767098.708,90,18,72,8,0,8,36,13,11,12,834,400,434,143,139,126,136,131,159,316,167,149,16,9,7,43802,39055,1,0,74,0,112Y
14574,市立三多國中,[238]新北市樹林區三多路101號,291855.562,2766625.136,75,28,47,9,3,6,30,10,9,11,718,388,330,126,106,120,91,142,133,280,154,126,57,27,30,29436,26509,1,0,58,0,112Y
14575,市立忠孝國中,[220]新北市板橋區重慶路168號,296633.599,2766328.899,76,21,55,10,1,9,31,12,8,11,742,419,323,172,146,110,80,137,97,250,121,129,14,7,7,24362,14349,1,0,59,0,112Y
14576,市立鷺江國中,[247]新北市蘆洲區長樂路235號,296597.39,2775855.232,157,41,116,10,1,9,61,22,19,20,1637,834,803,295,266,258,270,281,267,571,278,293,45,21,24,27623,35950,0,0,103,0,112Y
14577,市立桃子腳國中(小),[238]新北市樹林區學勤路555號,288658.824,2760186.049,54,12,42,11,0,11,21,7,7,7,622,335,287,115,95,105,109,115,83,207,117,90,9,5,4,52576,9973,0,0,96,0,112Y
14579,市立佳林國中,[244]新北市林口區中山路268號,288758.799,2774730.143,78,27,51,8,2,6,31,11,10,10,841,463,378,157,131,147,120,159,127,250,142,108,33,13,20,35000,24930,1,0,60,0,112Y
14580,市立達觀國中(小),[231]新北市新店區僑信路1號,300492.251,2760762.23,74,24,50,10,2,8,29,10,9,10,739,391,348,134,141,124,108,133,99,239,128,111,33,11,22,25012,17759,0,0,66,0,112Y
21301,私立慧燈高中附設國中,[264]宜蘭縣員山鄉枕山村枕山路117-60號,322358.388,2741217.764,0,0,0,0,0,0,21,7,7,7,817,508,309,187,110,153,108,168,91,258,167,91,6,3,3,0,0,0,0,0,0,112Y
21310,私立中道高中附設國中,[263]宜蘭縣壯圍鄉功勞村中央路三段312巷7號,330239.897,2739311.323,0,0,0,0,0,0,9,3,3,3,290,175,115,68,42,47,35,60,38,84,50,34,4,3,1,0,0,0,0,0,0,112Y
24322,縣立南澳高中附設國中,[272]宜蘭縣南澳鄉蘇花路二段301號,331180.91,2706864.56,0,0,0,0,0,0,9,3,3,3,111,64,47,16,12,21,20,27,15,49,22,27,107,63,44,0,0,0,0,0,0,112Y
24325,縣立慈心華德福實中附設國中,[269]宜蘭縣冬山鄉照安路257號,330488.57,2724620.12,0,0,0,0,0,0,12,4,4,4,275,117,158,34,56,38,49,45,53,83,47,36,3,2,1,0,0,0,0,0,0,112Y
24501,縣立宜蘭國中,[260]宜蘭縣宜蘭市樹人路37號,326699.38,2739627.67,54,17,37,8,1,7,21,7,8,6,475,240,235,71,63,91,82,78,90,139,63,76,9,1,8,27832,11630,1,0,49,0,112Y
24502,縣立中華國中,[260]宜蘭縣宜蘭市女中路一段100號,327565.115,2738361.402,92,27,65,10,5,5,36,11,12,13,890,457,433,131,149,142,137,184,147,292,145,147,24,12,12,25657,15021,1,0,54,0,112Y
24503,縣立復興國中,[260]宜蘭縣宜蘭市復興路二段77號,325541.15,2738186.91,129,40,89,12,4,8,48,15,16,17,1239,617,622,187,194,191,221,239,207,414,199,215,50,20,30,35133,27270,1,0,76,0,112Y
24504,縣立羅東國中,[265]宜蘭縣羅東鎮中華路99號,327730.87,2730817.72,147,47,100,12,1,11,58,18,19,21,1472,723,749,244,241,226,231,253,277,495,253,242,86,41,45,55411,16917,1,0,82,0,112Y
24505,縣立東光國中,[265]宜蘭縣羅東鎮興東南路201號,327676.57,2729636.97,58,23,35,8,2,6,21,7,7,7,495,253,242,77,85,86,74,90,83,190,94,96,37,17,20,35107,17513,1,0,40,0,112Y
24506,縣立國華國中,[265]宜蘭縣羅東鎮國華街101號,327035.87,2730286.83,112,41,71,12,3,9,43,15,14,14,1072,525,547,182,203,163,164,180,180,349,178,171,69,29,40,29159,19678,1,0,76,0,112Y
24507,縣立頭城國中,[261]宜蘭縣頭城鎮復興路145號,333018.61,2751075.022,52,24,28,8,3,5,21,6,7,8,409,207,202,75,56,58,67,74,79,158,73,85,15,10,5,34221,19623,0,0,42,0,112Y
24508,縣立蘇澳國中,[270]宜蘭縣蘇澳鎮中山路二段1號,334604.29,2721207.07,34,20,14,7,2,5,12,3,4,5,205,108,97,26,29,41,27,41,41,81,46,35,14,6,8,41835,11930,1,0,24,0,112Y
24509,縣立文化國中,[270]宜蘭縣蘇澳鎮永榮里新馬路2號,334321.587,2723709.406,46,20,26,7,1,6,18,6,6,6,447,236,211,82,75,75,74,79,62,155,77,78,51,31,20,36312,8648,1,0,30,0,112Y
24510,縣立南安國中,[270]宜蘭縣蘇澳鎮學府路117號,338010.59,2719094.88,12,8,4,3,2,1,4,1,1,2,53,27,26,11,4,7,7,9,15,21,10,11,1,1,0,30063,8228,1,0,20,0,112Y
24511,縣立三星國中,[266]宜蘭縣三星鄉星義路72號,316164.78,2729140.81,32,12,20,7,4,3,11,3,4,4,221,133,88,38,29,39,24,56,35,81,47,34,77,48,29,23438,10344,1,0,26,0,112Y
24512,縣立礁溪國中,[262]宜蘭縣礁溪鄉礁溪路四段23號,327611.091,2745745.582,38,12,26,8,3,5,14,4,5,5,299,151,148,42,52,56,51,53,45,125,62,63,6,3,3,32585,7715,1,0,34,0,112Y
24513,縣立吳沙國中,[262]宜蘭縣礁溪鄉育英路79號,326750,2742298,23,9,14,7,0,7,8,2,3,3,128,73,55,19,19,21,19,33,17,42,26,16,9,6,3,33302,8755,1,0,20,0,112Y
24514,縣立冬山國中,[269]宜蘭縣冬山鄉南興村照安路26號,330291,2725214,34,14,20,7,3,4,13,4,5,4,268,132,136,44,49,41,40,47,47,93,44,49,8,3,5,41588,8453,1,0,26,0,112Y
24515,縣立順安國中,[269]宜蘭縣冬山鄉順安村永興路一段359號,327497.31,2727688.35,31,11,20,7,0,7,12,4,4,4,235,115,120,41,36,38,35,36,49,69,39,30,43,22,21,25235,7958,1,0,24,0,112Y
24516,縣立五結國中,[268]宜蘭縣五結鄉大吉村大吉五路58號,331017,2732420.01,32,14,18,7,2,5,12,4,4,4,227,125,102,41,36,40,37,44,29,68,32,36,17,7,10,27914,13521,1,0,29,0,112Y
24517,縣立興中國中,[268]宜蘭縣五結鄉上四村中正東路50號,327955.263,2732656.214,17,6,11,2,0,2,6,2,2,2,102,57,45,18,15,12,13,27,17,42,21,21,2,2,0,25768,7960,1,0,16,0,112Y
